"","ID","HEI","Title-ES","Title-EN","Subtitle-ES","Subtitle-EN","Description-ES","Description-EN","Aplications-ES","Aplications-EN","Photo","Keywords","Contact"
"59",59,"Universidad Central","Asistencia, mantenimiento y uso de equipos","Equipment Assistance, Maintenance, and Operation","Capacitación y asesoría para mejorar el uso y vida útil de equipos","Training and Technical Advisory to Improve Equipment Use and useful life","Servicio de capacitación y asesoría técnica en el uso, operación y mantenimiento de maquinaria para producción plástica (trituradora, caldera, inyectora, sopladoras, entre otras). Se diseñan planes de mantenimiento preventivo considerando componentes eléctricos, mecánicos, electrónicos y de software. Esto prolonga la vida útil de los equipos, reduce fallos, evita demoras y disminuye costos por reparaciones o compra de repuestos. Ideal para pymes que buscan mejorar la eficiencia y sostenibilidad de sus procesos.","The service provides training and technical advisory in the operation, use, and maintenance of plastic production machinery (such as shredders, boilers, injection and blow molding machines, among others). Preventive maintenance plans are designed considering electrical, mechanical, electronic, and software components. This approach extends equipment lifespan, reduces failures, prevents downtime, and lowers costs associated with repairs or spare part replacements. It is ideal for SMEs seeking to enhance the efficiency and sustainability of their production processes.","*SCRAP industrial 
*Productores de envases, empaques y elementos en base plástico","*Industrial scrap processors
*Manufacturers of plastic-based containers, packaging, and components","https://drive.google.com/drive/folders/1sbkfplFN41H7IIvxX5Pt9GLvRth9tW69?usp=sharing","*Equipos *Producción *Optimización *Equipment *Production *Optimization","direccioninvestigacionytc@ucentral.edu.co"
"60",60,"Universidad Central","Optimización de procesos en la industria","Process Optimization in the Manufacturing Industry","Consultoría para la eficiencia productiva en el sector plástico","Consulting for Productive Efficiency in the Plastics Sector","El servicio ofrece consultoría en eficiencia productiva para empresas del sector plástico mediante analítica de datos y modelado predictivo. A través de herramientas como Power BI y Python, se evalúan variables clave de la capacidad productiva, optimizando la toma de decisiones y la gestión administrativa. El enfoque integra procesos ETL, análisis exploratorio, modelado estadístico y aprendizaje automático (ML), aplicando la metodología CRISP-DM para mejorar el desempeño operativo y la competitividad empresarial.","The service provides consulting in productive efficiency for companies in the plastics sector through data analytics and predictive modeling. Using tools such as Power BI and Python, key variables of production capacity are evaluated to optimize decision-making and administrative management. The approach integrates ETL processes, exploratory data analysis, statistical modeling, and machine learning (ML), applying the CRISP-DM methodology to improve operational performance and business competitiveness.","*Empresas productora de elementos plásticos
*Gestores de residuos","*Plastic product manufacturers
*Waste management companies","https://drive.google.com/drive/folders/1nB_6w-EURO760UkZkF5R6iwD1LgFe9Tq?usp=sharing","*Datos *Producción *Optimización *Data *Production *Optimization","direccioninvestigacionytc@ucentral.edu.co"
"61",61,"Universidad Central","Análisis de prototipos plásticos","Plastic Prototype Analysis","Evaluación de prototipos plásticos con variables de inyección","Evaluation of Plastic Prototypes Under Injection Parameters","Servicio de evaluación de prototipos plásticos mediante inyectora, analizando variables como presión, temperatura y tiempo de formación. Permite validar funcionalidad, forma y consistencia de piezas, incluso con porcentajes de material reciclado. Se comparan resultados frente a prototipos con material virgen y se analizan opciones de ecodiseño, como reducción de peso y espesor sin perder propiedades clave. Ideal para pymes y proyectos de I+D que buscan optimizar diseño, calidad y sostenibilidad en productos plásticos.","Service for evaluating plastic prototypes using an injection molding machine, analyzing variables such as pressure, temperature, and molding time. This process enables validation of the functionality, shape, and consistency of parts, even when incorporating percentages of recycled material. Results are compared against prototypes made from virgin materials, and eco-design alternatives—such as weight and thickness reduction without loss of key properties—are assessed. Ideal for SMEs and R\&D projects seeking to optimize product design, quality, and sustainability in plastic manufacturing.","Productores de envases, empaques y elementos en base plástico con interés en agregar un porcentaje de reciclado en su composición.","Producers of plastic-based containers, packaging, and components seeking to incorporate recycled content into their formulations.","https://drive.google.com/drive/folders/1tozQLb8QWZEWsl1mthZs-fY95eoR-7ps?usp=sharing","*Prototipos *Inyección *Presión *Prototypes *Injection *Pressure","direccioninvestigacionytc@ucentral.edu.co"
"62",62,"Universidad Central","Evaluación de políticas circulares","Circular Policy Assessment","Soporte para el conocimiento e implementación de políticas en circularidad","Support for Knowledge and Implementation of Circular Economy Policies","A través del Observatorio de Políticas Públicas, vinculado al programa de Economía, se analiza normativa ambiental y políticas de economía circular que impactan al sector productivo. Este servicio permite a empresas y proyectos alinear sus prácticas con decretos vigentes, diseñar sistemas de gestión de residuos, diagnosticar y mejorar planes ambientales internos y externos, y fortalecer capacidades mediante formación en sostenibilidad empresarial. Ideal para quienes buscan integrar criterios circulares en sus procesos y modelos de negocio.","Through the Public Policy Observatory, linked to the Economics program, this service analyzes environmental regulations and circular economy policies that affect the productive sector. It enables companies and projects to align their practices with current decrees, design waste management systems, diagnose and improve internal and external environmental plans, and strengthen capacities through corporate sustainability training. Ideal for organizations seeking to integrate circular criteria into their processes and business models.","*Productores de Envases rígidos y flexibles posconsumo, empaques 
*Recicladores de materiales plásticos","*Producers of post-consumer rigid and flexible plastic containers and packaging
*Plastic material recyclers","https://drive.google.com/drive/folders/1ThDeok5gLw4vVLBtxfBXHzXTO-W9w-Ko?usp=sharing","*Leyes y decretos *Cambios legislativos *Programas de sostenibilidad *Laws and decrees *Legislative changes *Sustainability programs","direccioninvestigacionytc@ucentral.edu.co"
"63",63,"Universidad Central","Asesoría en análisis de Ciclo de vida","Life Cycle Assessment Consulting","Análisis del ciclo de vida en materiales y procesos plásticos","Life Cycle Analysis of Plastic Materials and Processes","El servicio ofrece asesoría y acompañamiento en la aplicación del Análisis de Ciclo de Vida (ACV) para productos y materiales del sector plástico. Permite identificar y cuantificar los impactos ambientales en cada etapa del ciclo productivo, desde la extracción de materias primas hasta la disposición final. Con experiencia en el análisis del poliestireno expandido (EPS), se orienta a empresas que buscan mejorar su desempeño ambiental y avanzar hacia modelos productivos sostenibles y circulares.","This service provides consulting and technical support for the application of Life Cycle Assessment (LCA) to products and materials in the plastics sector. It enables the identification and quantification of environmental impacts at each stage of the production cycle—from raw material extraction to end-of-life disposal. With experience in the assessment of expanded polystyrene (EPS), the service is aimed at companies seeking to improve their environmental performance and transition toward sustainable and circular production models.","*Productores de envases, empaques y elementos en base plástico","Producers of plastic-based containers, packaging, and components","https://drive.google.com/drive/folders/1ysikgxZdXoAKoo7b9hrxWXHjScr7my8U?usp=drive_link","*Poliestireno expandido (EPS) *Análisis de ciclo de vida (ACV) *Envases de alimentos *Expanded Polystyrene (EPS) *Life Cycle Assessment (LCA) *Food packaging","direccioninvestigacionytc@ucentral.edu.co"
"64",64,"Universidad Central","Estudio de compatibilidad entre plásticos","Plastic Compatibility Study","Análisis de compatibilidad de residuos plásticos para pruebas de material","Analysis of plastic waste compatibility for material testing","Capacidad de análisis de comportamiento de residuos platicos para determinar propiedades funcionales, potenciales usos y aspectos a considerar en la reutilización de estos materiales. Evaluando la compatibilidad entre tipos de plástico (PET, PEAD, PEBD, PP, PS, PVC) para obtener una base de resina reciclada útil como insumo sustituto en procesos de fabricación. Ideal para pymes y proyectos de I+D que buscan validar mezclas, mejorar la calidad de sus productos, reducir costos y promover la producción local de subproductos reciclados frente a la materia prima virgen.","Capability to analyze the behavior of plastic waste to determine functional properties, potential end uses, and key considerations for reutilizing these materials. The service evaluates compatibility among different plastic types (PET, HDPE, LDPE, PP, PS, PVC) to obtain a recycled resin base suitable as a substitute input in manufacturing processes.

It is ideal for SMEs and R\&D projects seeking to validate material blends, improve product quality, reduce costs, and promote the local production of recycled sub-products as alternatives to virgin raw materials.","Materia prima reciclada para la producción de productos plásticos diversos de construcción, consumo, paquetes y envases, fibras textiles, uso doméstico, entre otros.","Recycled raw material for the production of various plastic products in construction, consumer goods, packaging, containers, textile fibers, household items, and more.","https://drive.google.com/drive/folders/12PBG3GFYwerXFXZJDMN5WfygfOfhFE3i?usp=drive_link","*Valorización *Propiedades *Comportamiento térmico Material *Valorization  *Properties  *Thermal Behavior","direccioninvestigacionytc@ucentral.edu.co"
"65",65,"Universidad Central","Asesoría técnica a recicladores","Technical Advisory Services for Recyclers","Acompañamiento y asesoría en habilidades técnicas para recicladores","Support and guidance in technical skill development for recyclers","La capacidad permite dar asesoramiento y acompañamiento a recicladores en el componente social y económico del reciclaje, promoviendo la visibilidad, inclusión y bienestar de la comunidad recicladora. suministrando formación en componentes de gestión ambiental, administrativo, financiero y de desarrollo personal, junto con estrategias puntuales en relación a logística, marketing digital, comunicación, comercialización, legislación, ciclo de vida del producto, contabilidad, financiación, liderazgo, emprendimiento y herramientas ofimáticas, impulsando su rol clave en la economía circular.","This capability provides advisory and support services to recyclers, addressing the social and economic dimensions of recycling while promoting visibility, inclusion, and well-being within the recycling community. Training is offered in areas such as environmental management, administrative and financial processes, and personal development.

Additionally, targeted strategies are provided in logistics, digital marketing, communication, commercialization, legislation, product life cycle, accounting, financing, leadership, entrepreneurship, and office software tools—strengthening their key role in the circular economy.","*Población dedicada al reciclaje y gestión de residuos.","Individuals and communities engaged in recycling and waste management","https://drive.google.com/drive/folders/1iRXqEgOJrXO3PqW3yYwmABF2BHIP32_u?usp=drive_link","*Gestión *Formación *Recicladores *Management *Training *Recyclers","direccioninvestigacionytc@ucentral.edu.co"
"66",66,"Universidad Central","Análisis de polímeros sintéticos","Analysis of Synthetic Polymers","Identificación de polímeros sintéticos mediante técnicas de caracterización","Identification of synthetic polymers through characterization techniques","EI servicio permite caracterizar y analizar polímeros sintéticos mediante un portafolio de tecnicas en espectroscopia, comportamiento tecnico, trituración, ensayos de comportamiento térmico, análisis de inyección, espectroscopía en el infrarrojo cercano (NIR), microscopia de fuerza atomica (AFM), espectroscopia infraroja por transformada de Fourier (FTIR), ensayo de dispersión dinámica de luz, entre otros. La identificación adecuada mejora la eficiencia de los procesos de reciclaje y apoya la trazabilidad de materiales en la cadena de valor hacia una economía circular.","This service enables the characterization and analysis of synthetic polymers using a portfolio of spectroscopy, technical behavior evaluation, shredding, thermal behavior testing, injection behavior analysis, near-infrared spectroscopy (NIR), atomic force microscopy (AFM), Fourier-transform infrared spectroscopy (FTIR), dynamic light scattering (DLS), among other techniques. Proper identification enhances the efficiency of recycling processes and supports material traceability throughout the value chain toward a circular economy.","*Residuos Sólidos Urbanos
*Envases rígidos y flexibles posconsumo
*Empaques 
*SCRAP industrial
*Gestores de residuos","Municipal solid waste processors
Post-consumer rigid and flexible packaging handlers
Packaging manufacturers
Industrial scrap processors
Waste management operators","https://drive.google.com/drive/folders/1L2CoWv5sm_6-29oBXasqf0YmHpGlGcaY?usp=drive_link","*Caracterización *Clasificación *Sintéticos *Characterization *Classification *Synthetic polymers","direccioninvestigacionytc@ucentral.edu.co"
"67",67,"Universidad Central","Propiedad Intelectual e industrial","Intellectual and Industrial Property","Asesoría en propiedad intelectual e industrial en la solución de problemas","Advisory services in intellectual and industrial property for problem-solving","Este servicio ofrece orientación, gestión y acompañamiento enfocado a la propiedad intelectual y sus ramas de propiedad industrial (patentes y modelos de utilidad, diseños industriales, signos distintivos) y derechos de autor (registro de obras, registro de software). Promoviendo el diseño e implementación de dispositivos tecnológicos para la solución de problemáticas de las empresas, instituciones y grupos de investigación. Utilizando herramientas de asistencia en búsquedas tecnológicas y recuperación de información en bases de datos especializadas en propiedad industrial y transferencia tecnológica (madurez tecnológica, convocatorias de alistamiento, comercialización).","Advisory services in intellectual and industrial property for problem-solving
This service provides guidance, management, and support focused on intellectual property and its industrial property branches (patents and utility models, industrial designs, distinctive signs) as well as copyright (registration of works and software). It promotes the design and implementation of technological devices aimed at solving challenges faced by companies, institutions, and research groups.

The service includes the use of specialized tools for technological searches and information retrieval in industrial property and technology transfer databases (technology readiness level assessment, readiness or acceleration calls, commercialization opportunities).","*Productores de envases, empaques y elementos en base plástico 
*Investigadores o áreas de innovación de empresas plásticas","Manufacturers of plastic-based packaging, containers, and components
Researchers or innovation departments within plastics-sector companies","https://drive.google.com/drive/folders/1VyGcNQYC7KSgh5FUsb7S1L1Thaq8pKB2?usp=drive_link","*Propiedad Intelectual *Propiedad Industrial *Patentes *Intellectual Property *Industrial Property *Patents","direccioninvestigacionytc@ucentral.edu.co"
"68",68,"Universidad Central","Desarrollo Tecnológico de instrumentación","Technological Development of Instrumentation","Soporte en el diseño de instrumentación","Support in instrumentation design","La capacidad permite el desarrollo de herramientas de instrumentación a la medida, en equipos de inyección, de tratamiento de plásticos, entre otros. En los cuales se requieran sensar variables que normalmente son utilizados en los procesos, se proponen propuestas que resuelvan estas necesidades y posteriormente el análisis de funcionamiento para cubrir la necesidad de la instrumentación puntual y posterior análisis de datos obtenidos en se aplicación.","This capability enables the development of customized instrumentation tools for injection equipment, plastic treatment systems, and related machinery. When the measurement of process-relevant variables is required, tailored solutions are proposed to address these needs, followed by functional analysis to ensure that the specific instrumentation requirements are met. The service also includes subsequent analysis of the data obtained during implementation.","*Productores de Envases rígidos y flexibles posconsumo, empaques 
*Recicladores de materiales plásticos","Producers of post-consumer rigid and flexible packaging
Plastic material recyclers","https://drive.google.com/drive/folders/1ORZUB4NZrcgzpsFPcrgKL6p8eMrqEvL6?usp=drive_link","*Medición *Instrumentos *Sensores *Measurement *Instruments *Sensors","direccioninvestigacionytc@ucentral.edu.co"
"69",69,"Universidad Central","Rutas de adopción a la circularidad","Circularity Adoption Pathways","Metodologías para la adopción de la circularidad en indicadores ESG","Methodologies for adopting circularity within ESG indicators","La capacidad desarrolla la aplicación de metodologías organizacionales transversales en las empresas enfocadas en los aspectos de gestión de tiempo, inversión alcance e impacto, las cuales integran la circularidad en la organización considerando los ámbitos sociales, de gobernanza y ambientales. Por medio de estas rutas de adopción, las empresas cuentan con una comparativa cuantitativa de sus aspectos internos, evidenciando indicadores claves en su desempeño, así como la formación de personal en ámbitos de circularidad.","This capability supports the implementation of cross-functional organizational methodologies focused on time management, investment, scope, and impact. These methodologies integrate circularity into the organization by considering social, governance, and environmental dimensions.

Through these adoption pathways, companies obtain a quantitative comparison of their internal factors, identifying key performance indicators while also strengthening staff competencies in circularity-related topics.","*Productores de Envases rígidos y flexibles posconsumo, empaques 
*Recicladores de materiales plásticos","Producers of post-consumer rigid and flexible packaging
Plastic material recyclers","https://drive.google.com/drive/folders/13Ea-ikhy1KO4PmuwVsAjVXbyIKuYgjDc?usp=drive_link","*Cultura Organizacional  *Gestión de cambio *Transversalidad de proyectos *Organizational Culture  *Change Management *Project Transversality","direccioninvestigacionytc@ucentral.edu.co"
"70",70,"Universidad Nacional De Río Negro","Apoyo a la economía circular","Support for the circular economy","Acompañamiento y fortalecimiento a las entidades intermedias de la economía circular","Support and strengthening of intermediary entities in the circular economy","La UNRN cuenta con equipos interdisciplinarios y experiencia en materia de acompañamiento y fortalecimiento para dar soporte técnico a las entidades intermedias que se desarrollar en el ámbito de la economía circular, en particular en relación a la recuperación y valorización de las diferentes corrientes de residuos sólidos urbanos, en particular los plásticos. Esta experiencia se expresa en trabajo de vinculación y extensión tanto en la ciudad de San Carlos de Bariloche como en Viedma, trabajando con la Cooperativa de Trabajo Asociación Recicladores Bariloche y la Cooperativa Cotranvi. En ese marco, se han desarrollado capacitaciones, proyectos de extensión, participación en ámbitos interinstitucionales de discusión de la política GIRSU –Gestión Integral de Residuos Sólidos Urbanos, entre otros.","UNRN has research interdisciplinary teams and experience in providing support and capacity building to intermediary organizations related to the circular economy, particularly regarding the recovery and valorization of different types of municipal solid waste, especially plastics. This experience is demonstrated through outreach and engagement work in Viedma and San Carlos de Bariloche cities, collaborating with Cotranvi Cooperative and Bariloche Recyclers Association, respectively. Within this framework, training programs, outreach/extension projects, and participation in inter-institutional discussions on Integrated Solid Waste Management policies have been developed, among other initiatives.","-	Asesoramiento técnico y organizativo para entidades de la economía circular
-	Fortalecimiento de capacidades institucionales
-	Seguimiento y evaluación de políticas públicas de GIRSU
","- Technical and organizational guidance for circular economy entities
- Strengthening institutional capacities
- Monitoring and evaluation on Integrated Solid Waste Management public policy
","https://drive.google.com/file/d/1l51dQY0Ot-JbI680B8Fp_5eKqYlJmRje/view?usp=sharing","Fortalecimiento – economía circular – reciclado / Strengthening organizations – circular economy – recycling","Julián Arribas jarribas@unrn.edu.ar; Paula Awe mpaweluca@unrn.edu.ar"
"71",71,"Universidad Nacional De Río Negro","Plan de Gestión Ambiental.","Environmental management plan","Plan de Gestión Ambiental en la Sede Atlántica de la Universidad Nacional de Río Negro","environmental management plan at Atlantic Site of UNRN","El Consejo de Programación de la Sede Atlántica (UNRN) aprobó el primer Plan de Gestión Ambiental (PGA). El mismo fue producto de una multiplicidad de trabajos donde destacan la participación de diferentes carreras, proyectos de Investigación, extensión y voluntariado universitario en articulación con la sociedad en general.
El PGA es un instrumento de promoción para abordar y poner en práctica acciones concretas tendientes al cuidado del ambiente y al desarrollo sostenible.
El Plan se organiza en 6 ejes dentro de los que se destaca la gestión y reciclado de residuos inorgánicos como el plástico. En este caso, la propuesta se llevará adelante en dos etapas, para que sea factible la gestión adecuada de los residuos generados. 
La Etapa 1 trata de un Plan de concientización basado en la sensibilización de la problemática del plástico y otros residuos y el dictado de Cursos de Capacitación llevados adelante por docentes-investigadores de la UNRN en colaboración con cooperativas de recicladores locales.
La Etapa 2 se basa en concretar la separación en residuos orgánicos e inorgánicos, para llevar a cabo el reciclado de ambos tipos e incrementar gradualmente la proporción de los mismos.","The Programming Council of the Atlantic Campus (UNRN) approved the first Environmental Management Plan (EMP) for the campus. This plan is the output of numerous efforts, highlighting the participation of various academic programs, research projects, university outreach programs and volunteer work, all in conjunction with the community.
The EMP is a promotional tool designed to address and implement concrete actions aimed at environmental protection and sustainable development so as to bring about changes in how we interact with the environment.
The Plan is organized in six key areas, with a focus on the management and recycling of inorganic waste such as plastic. In this case, the proposal will be implemented in two stages to ensure the proper management of waste. 
Stage 1 focused on raising awareness about the problems caused by plastic and other waste, and providing training courses led by university faculty and researchers in collaboration with local recycling cooperatives.
Stage 2 focuses on implementing the separation of waste into organic and inorganic materials, necessary for recycling both types of waste and gradually increasing the proportion of each.","-	Promoción de políticas ambientales en instituciones públicas y privadas.
-	Gestión de residuos y promoción ambiental.
-	Impulsar políticas ambientales con impacto económicos positivos en actores implicados en la economía circular.
-	Desarrollo de medidas y acciones para prevenir el deterioro del ambiente o el uso indiscriminado de los recursos.
-	Fomentar una cultura de cuidado del ambiente y sus recursos.
-	Coordinar acciones para incorporar el desarrollo sustentable en las actividades de las instituciones privadas y públicas, como las universidades.
","- Promoting environmental policies in public and private institutions.
- Waste management and environmental promotion.
- Promoting environmental policies with positive economic impacts on stakeholders involved in the circular economy.
- Developing measures and actions to prevent environmental degradation and indiscriminate use of resources.
- Fostering a culture of environmental stewardship and resource conservation.
- Coordinating actions to integrate sustainable development into the activities of private and public institutions, such as the universities.
","https://drive.google.com/file/d/1AnjH2y-K8gN1U6JMreMgxOJXTpO8YCpw/view?usp=sharing / https://drive.google.com/file/d/1E7Stt9Lt5yf4jMnzX4TRH4rTANDPNcWl/view?usp=sharing","plan gestión ambiental - separación residuos - universidades / environmental management - waste - universities","Paula Awe mpaweluca@unrn.edu.ar; Julián Arribas jarribas@unrn.edu.ar; Daniel Barrio drbarrio@unrn.edu.ar"
"72",72,"Universidad Nacional De Río Negro","Diseño de Sistemas de Reciclado","Design of recycling systems","Diseño de Sistemas Locales de Reciclado con inclusión Social","Design of Local Recycling Systems with Social Inclusion","Diseñamos sistemas locales de reciclado (SLR) con inclusión social en ciudades intermedias y pequeñas, con dos grandes objetivos: fortalecer los sistemas de gestión de residuos a partir del involucramiento de la comunidad; colaborar en políticas sociales de fortalecimiento laboral a partir de la inclusión de los recuperadores. 
Mediante técnicas participativas que fomentan el involucramiento de actores claves para la eficiente gestión de residuos -gobierno y demás actores públicos, recuperadores y actores privados- se deja atrás la mirada lineal tradicional de la gestión de residuos supliéndola, de manera progresiva, por una que abone a la economía circular y el reciclado de residuos inorgánicos como los plásticos. 
El diseño incluye todas las etapas del sistema de reciclado –educación ambiental y comunicación, sistemas de recolección, procesamiento, valorización de los residuos y comercialización de los mismos- teniendo en cuenta los límites y potencialidades de cada territorio. La valorización de los residuos, permite pensar un modelo de negocios que contemple la inclusión social de los recuperadores y potenciando las políticas sociales de inclusión laboral.","We design local recycling systems (LRS) with social inclusion in small and medium-sized cities, with two main objectives: to strengthen waste management systems through community involvement; and to collaborate on social policies that promote employment by including waste pickers.
Through participatory techniques that foster the involvement of key stakeholders for efficient waste management—government and other public actors, waste pickers, and private actors—the traditional linear approach to waste management is moved away, progressively replaced by one that contributes to the circular economy and the recycling of inorganic waste such as plastics.

The design includes all stages of the recycling system—environmental education and communication, collection systems, processing, waste valorization, and marketing—taking into account the limitations and potential of each territory. Waste valorization allows for the development of a business model that considers the social inclusion of waste pickers and strengthens social policies for employment inclusion.","-	Asesoramiento técnico y organizativo para entidades de la economía circular públicas y privadas.
-	Fortalecimiento de capacidades institucionales
-	Seguimiento y evaluación de políticas públicas municipales, provinciales y/o sistemas GIRSU.
-	Educación Ambiental.
","- Technical and organizational consulting for public and private circular economy entities.

- Strengthening institutional capacities.
- Monitoring and evaluation of municipal and provincial public policies and/or integrated solid waste management systems.

- Environmental education.","https://drive.google.com/drive/u/2/folders/1pvL-ttf1I6f_QveLdSUmmGCi8iXzxLn-","Sistemas municipales de reciclado, Valorización de residuos, Inclusión social y laboral / Municipal recycling systems, Waste recovery, Social and labor inclusion","Dr. Julián Arribas jarribas@unrn.edu.ar; María Paula Awe Luca, mpaweluca@unrn.edu.ar"
"73",73,"Universidad Nacional De Río Negro","Laboratorio de Calidad Ambiental y Biotecnología (LCAB)","Environmental Quality and Biotechnology Laboratory (LCAB)","I+D+i en biotecnología aplicada a la sostenibilidad ambiental.","R\&D\&I in biotechnology applied to environmental sustainability.","El Laboratorio de Estudios de Calidad Ambiental y Biotecnología (LCAB) de la UNRN es una unidad ejecutora dedicada a generar conocimiento científico y soluciones innovadoras. Su misión es contribuir al desarrollo sostenible mediante la investigación en ecosistemas (aire, suelo, agua) y el desarrollo de bioprocesos. En el contexto de la economía circular del plástico, el LCAB ofrece capacidades avanzadas en biotecnología microbiana y genómica para desarrollar soluciones de bioremediación y valorización de residuos, actuando como puente entre la academia y el sector productivo regional.","The Laboratory for Environmental Quality Studies and Biotechnology (LCAB) at UNRN is a research unit dedicated to generating scientific knowledge and innovative solutions. Its mission is to contribute to sustainable development through research on ecosystems (air, soil, water) and the development of bioprocesses. Within the context of the circular economy for plastics, the LCAB offers advanced capabilities in microbial biotechnology and genomics to develop bioremediation and waste valorization solutions, acting as a bridge between academia and regional production sectors.","	Desarrollo de bioprocesos para tratamiento de residuos.
	Estudios de impacto ambiental de nuevos materiales.
	Asesoramiento técnico a industrias para la transición verde.
	Investigación en biodegradación mediada por microorganismos.
","- Development of bioprocesses for waste treatment.
- Environmental impact studies of new materials.
- Technical consulting for industries on the green transition.
- Research on biodegradation mediated by microorganisms.","https://drive.google.com/file/d/1uhpS4o5mBBOhO1OkNC7XnTTJjor8Y5U_/view?usp=drivesdk","Biotecnología, Sostenibilidad, Economía Circular / Biotechnology, Sustainability, Circular Economy","Investigadora Paula Andrea Paez, ppaez@unrn.edu.ar; María Paula Awe Luca, mpaweluca@unrn.edu.ar"
"74",74,"Pontificia Universidad Católica De Valparaíso","Laboratorio de Polímeros","Polymer Laboratory","Síntesis y estudio de materiales con potencial tecnológico","Synthesis and study of materials with technological potential","El laboratorio de polímeros de la PUCV se dedica a la síntesis, caracterización y estudio de macromoléculas, en diversos ámbitos. Posee una línea de investigación básica enfocada en la síntesis de polímeros conjugados, en base al diseño de unidades monoméricas y posterior electropolimerización de éstas sobre distintos sustratos, para generar materiales orgánicos con aplicaciones en optoelectrónica. Por otra parte, también se trabaja en una línea de investigación aplicada enfocada en el reciclaje de polímeros comerciales, que posean un gran impacto ambiental.","The PUCV polymer laboratory is dedicated to the synthesis, characterization, and study of macromolecules in various fields. It has a basic research line focused on the synthesis of conjugated polymers, based on the design of monomeric units and their subsequent electropolymerization on different substrates, to generate organic materials with applications in optoelectronics. It also works on applied research focused on the recycling of commercial polymers that have a significant environmental impact.","Líneas de investigación:
-Síntesis de polímeros con actividad fotoeléctrica
-Electropolimerización de compuestos orgánicos

El laboratorio cuenta con equipamiento especializado que incluye un cromatógrafo de exclusión molecular (SEC) SHIMADZU con columna Shim-pack GPC-80MD, calorímetro diferencial de barrido (DSC) Perkin Elmer modelo DSC 4000, potenciostato CHI 600, y equipos para síntesis orgánica en atmósfera inerte. Este instrumental permite abordar proyectos de investigación y servicios con alto estándar técnico.","Research areas:
-Synthesis of polymers with photoelectric activity
-Electropolymerization of organic compounds

The laboratory has specialized equipment that includes a SHIMADZU size exclusion chromatograph (SEC) with a Shim-pack GPC-80MD column, a Perkin Elmer DSC 4000 differential scanning calorimeter (DSC), a CHI 600 potentiostat, and equipment for organic synthesis in an inert atmosphere. This equipment allows us to undertake research projects and services with high technical standards.","https://drive.google.com/drive/folders/1f2Dy9u0RnMu6lIQAyVOHZWVzgGJuIgtm?usp=sharing","polímeros, síntesis, reciclaje","""Juan Pablo Soto Gáldames juan.soto@pucv.cl"""
"75",75,"Pontificia Universidad Católica De Valparaíso","Laboratorio de Polímeros","Polymer Laboratory","Síntesis y estudio de materiales con potencial tecnológico","Synthesis and study of materials with technological potential","El laboratorio de polímeros de la PUCV se dedica a la síntesis, caracterización y estudio de macromoléculas, en diversos ámbitos. Posee una línea de investigación básica enfocada en la síntesis de polímeros conjugados, en base al diseño de unidades monoméricas y posterior electropolimerización de éstas sobre distintos sustratos, para generar materiales orgánicos con aplicaciones en optoelectrónica. Por otra parte, también se trabaja en una línea de investigación aplicada enfocada en el reciclaje de polímeros comerciales, que posean un gran impacto ambiental.","The PUCV polymer laboratory is dedicated to the synthesis, characterization, and study of macromolecules in various fields. It has a basic research line focused on the synthesis of conjugated polymers, based on the design of monomeric units and their subsequent electropolymerization on different substrates, to generate organic materials with applications in optoelectronics. It also works on applied research focused on the recycling of commercial polymers that have a significant environmental impact.","Líneas de investigación:
-Síntesis de polímeros con actividad fotoeléctrica
-Electropolimerización de compuestos orgánicos

El laboratorio cuenta con equipamiento especializado que incluye un cromatógrafo de exclusión molecular (SEC) SHIMADZU con columna Shim-pack GPC-80MD, calorímetro diferencial de barrido (DSC) Perkin Elmer modelo DSC 4000, potenciostato CHI 600, y equipos para síntesis orgánica en atmósfera inerte. Este instrumental permite abordar proyectos de investigación y servicios con alto estándar técnico.","Research areas:
-Synthesis of polymers with photoelectric activity
-Electropolymerization of organic compounds

The laboratory has specialized equipment that includes a SHIMADZU size exclusion chromatograph (SEC) with a Shim-pack GPC-80MD column, a Perkin Elmer DSC 4000 differential scanning calorimeter (DSC), a CHI 600 potentiostat, and equipment for organic synthesis in an inert atmosphere. This equipment allows us to undertake research projects and services with high technical standards.","https://drive.google.com/drive/folders/1f2Dy9u0RnMu6lIQAyVOHZWVzgGJuIgtm?usp=sharing","polímeros, síntesis, reciclaje","""Juan Pablo Soto Gáldames juan.soto@pucv.cl"
