"","ID","HEI","Title-ES","Title-EN","Subtitle-ES","Subtitle-EN","Description-ES","Description-EN","Technical-ES","Technical-EN","Applications-ES","Applications-EN","Photo","Keywords","Contact"
"88",88,"Universidad Central","Pensamiento de Diseño -Design Thinking","Design Thinking","Orientación y acompañamiento en la implementación de desing thinking","Guidance and support in the implementation of Design Thinking","Servicio para la ideación, pensamiento de diseño, talleres, innovación, metodologías agiles, en el desarrollo de proyectos de innovación de alto impacto, búsqueda de soluciones innovadoras a problemas complejos, y soporte en la comprensión profunda de las necesidades y motivaciones de los usuarios finales. Por medio de un proceso cíclico, incluyendo fases de ideación, prototipado y pruebas repetidas, permite aprender y mejorar las soluciones continuamente a medida, fomentando el trabajo en equipos multidisciplinares, donde cada miembro aporta perspectivas únicas. Generando herramientas cruciales para abordar los problemas desde múltiples ángulos y soluciones más efectivas e innovadoras.","This service provides support for ideation, design thinking, workshops, innovation processes, and agile methodologies in the development of high-impact innovation projects. It focuses on identifying innovative solutions to complex problems and supporting an in-depth understanding of user needs and motivations.

Through a cyclical process including ideation, prototyping, and iterative testing the approach enables continuous learning and refinement of tailored solutions. It fosters multidisciplinary teamwork in which each member contributes unique perspectives, generating essential tools to address problems from multiple angles and achieve more effective and innovative outcomes.","*visual thinking
*Storyboards
*Mapa de experiencia del usuario","Visual thinking
Storyboards
User experience mapping","*Productores de Envases rígidos y flexibles posconsumo, empaques 
*Recicladores de materiales plásticos","Producers of post-consumer rigid and flexible packaging
Plastic material recyclers","https://drive.google.com/drive/folders/1TsaOBGuAni31VO6zJFl5mNk_lyL3YlP4?usp=drive_link","*Diseño *Innovación *Mejora Continua *Design *Innovation  *Continuous Improvement","direccioninvestigacionytc@ucentral.edu.co"
"89",89,"Universidad Central","Análisis de fallas de materiales plásticos","Failure Analysis of Plastic Materials","Comportamiento del material ante variables","Material behavior under critical variables","El servicio ofrece un análisis integral de los parámetros térmicos, mecánicos, estructurales por medio de FTIR, para dar soporte en el reto de asegurar la calidad del material plástico reciclado post consumo (PRC) para su reintroducción eficiente y segura en nuevos productos. Esto permite en la empresa productora poder comprender y controlar propiedades químicas, físicas, térmicas, mecánicas y reológicas para las aplicaciones previstas para el reúso, además estos procedimientos permiten contar con datos e indicadores que permitan producir un material funcional, estable, seguro y conforme a normativas.","This service provides a comprehensive analysis of thermal, mechanical, and structural parameters using FTIR to support the challenge of ensuring the quality of post-consumer recycled plastic (PCR) for its efficient and safe reintroduction into new products. This enables manufacturing companies to understand and control the chemical, physical, thermal, mechanical, and rheological properties required for the intended reuse applications.

These procedures provide data and indicators necessary to produce functional, stable, safe, and standards-compliant materials.","*Espectroscopía Infrarroja por Transformada de Fourier (FTIR)
*Nicolet Summit FT-IR Rango de medición: 800–4000 cm⁻¹ Total de escaneos: 256 Intervalo de medición: 1 cm⁻¹
*Inyectora
*Medición de variables de inyección en presión, temperatura, y tiempo.
*Diseño de Moldes
*Inyectora de plásticos
*Termoformadora","Fourier-Transform Infrared Spectroscopy (FTIR)
Nicolet Summit FT-IR
Measurement range: 800–4000 cm⁻¹
Total scans: 256
Measurement interval: 1 cm⁻¹
Injection molding machine
Measurement of injection variables (pressure, temperature, and cycle time)
Mold design
Plastic injection unit
Thermoforming equipment","*SCRAP industrial 
*Productores de envases, empaques y elementos en base plástico","Industrial scrap processors
Manufacturers of plastic-based packaging, containers, and components","https://drive.google.com/drive/folders/1BdoydArRhtH1Sob3H6h6Uv0cXCvCHB20?usp=drive_link","*Fallas en materiales *Rendimiento *Pruebas tecnicas *Material Failures *Performance *Technical Testing","direccioninvestigacionytc@ucentral.edu.co"
"90",90,"Universidad Nacional De Río Negro","Análisis y diagnóstico organizacional","Organizational analysis and diagnosis","Análisis de gestión, procesos y RRHH de organismos públicos, tercer sector y empresas","management, processes and human resources analysis  of the public institutions, third sector and companies","Relevamiento intensivo de organizaciones, cuya finalidad es realizar una etapa diagnóstica que permita establecer el estado de situación, fortalezas y oportunidades de mejora a desarrollar.
Desarrollo, en base a un modelo sistémico que integra la información de todas las áreas, de una visión de conjunto respecto de la organización.
Elaboración de informes para definir líneas de acción de consultoría.
Desarrollo de diagnósticos participativos, que priorizan la utilización de técnicas de dinámica grupal a fin de realizar una construcción conjunta del análisis.
","Intensive organizational survey, which purpose is to conduct a diagnostic phase to establish the current situation, strengths, and opportunities for improvement.
Development of a comprehensive view of the organization - based on a systemic model that integrates information from all areas.
Preparation of reports to define consulting action plans. 
Development of participatory diagnostics, prioritizing the use of group dynamics techniques to collaboratively construct the analysis.
","Observación de procesos productivos, administrativos y comerciales.
Análisis de procesos productivos, administrativos y comerciales.
Entrevistas cualitativas.
Procesamiento y análisis cuantitativo de datos de fuentes primarias y secundarias.
Análisis documental.
Análisis de estructuras organizativas.
Análisis de dotación de RRHH.
Encuestas de satisfacción.
Análisis de clima organizacional.
","Analysis of production, administrative, and commercial processes.
Qualitative interviews.
Quantitative processing and analysis of data from primary and secondary sources.
Document analysis.
Analysis of organizational structures.
Human resource allocation analysis.
Employee satisfaction surveys.
Organizational atmosphere analysis.
","Insumo para el desarrollo de procesos de cambio organizacional.
Insumo para el desarrollo de procesos de planeamiento estratégico.
Insumo para el desarrollo de talleres participativos de planeamiento.
Insumo para el desarrollo de procesos de reingeniería.
","Inputs for the development of:
-organizational change processes
-strategic planning processes
-planning workshps
","https://drive.google.com/file/d/1gC-2Lw-cbRVBnAag5sCPQuYKqKMp0jvE/view?usp=drive_link","ANÁLISIS DIAGNÓSTICO SITUACIONAL /  Analysis diagnosis situational","Paula Awe mpaweluca@unrn.edu.ar; Julián Arribas jarribas@unrn.edu.ar; Juan Martín Quiroga jquiroga@unrn.edu.ar"
"91",91,"Universidad Nacional De Río Negro","Gestión de Recursos Humanos","Human resources management","Diseño e implementación de políticas de RRHH","Desing and implementation of human resource policies","Relevamiento y diagnóstico de las políticas y prácticas de RRHH de la organización, elaboración de políticas de RRHH en conjunto con los cuadros directivos/gerenciales, análisis y rediseño de la estructura organizativa, manual de inducción, manual de perfiles y descripciones de puestos por competencias, sistema de plan de carrera, encuestas de clima laboral, sistema de evaluaciones de desempeño, sistemas de sugerencias y otros.","Survey and diagnosis of the organization's Human Resources policies and practices, development of HR policies in conjunction with management/executive teams, analysis and redesign of the organizational structure, induction manual, manual of profiles and job descriptions by competencies, career plan system, work climate surveys, performance evaluation system, suggestion systems and others.","Análisis de dotación.
Análisis de estructura organizativa.
Análisis de roles y funciones.
Técnicas de relevamiento y diagnóstico de clima organizacional.
Técnicas de análisis de conflictos.
Técnicas de análisis de liderazgo.
","Staffing analysis.
Organizational structure analysis.
Role and functions analysis.
Work climate assessment and diagnostic techniques.
Conflict analysis techniques.
Leadership analysis techniques
","Manual de RRHH.
Manual de Inducción.
Manual de perfiles y descripciones de puesto.
Diseño y puesta en marcha de sistema de Evaluación de Desempeño.
Diseño y puesta en marcha de sistema de Plan y Promoción de Carrera.
","Human Resources Manual.
Induction Manual.
Job Profiles and Descriptions Manual.
Design and Implementation of a Performance Evaluation System.
","https://drive.google.com/file/d/1bS6-zEZAlAdXiFPAgTEuUABVAs039d3a/view?usp=sharing","RRHH GESTIÓN DEL DESEMPEÑO CLIMA ORGANIZACIONAL / human resources performance management work climate","Paula Awe mpaweluca@unrn.edu.ar; Julián Arribas jarribas@unrn.edu.ar; Juan Manuel Quiroga jquiroga@unrn.edu.ar"
"92",92,"Universidad Nacional De Río Negro","Sistemas de Gestión organizacional.","organizational management systems","Diseño e implementación de Sistemas de Gestión organizacional","Design and implementation of organizational management systems","Proceso de diseño e implementación de un sistema de gestión en base a fases vinculadas entre sí que proveen la información necesaria para la  toma de decisiones, asegurando el logro de resultados en un proceso de mejora continúa. Las fases son:
Planeamiento Operativo: definiciones del plano estratégico al cotidiano de la organización
Ejecución y seguimiento: Detección y corrección de los desvíos en la ejecución
Informes: de la gestión de desempeño
Evaluación: de desempeño","The process of designing and implementing a management system is based on a set of interconnected phases that provide the necessary information for decision-making, ensuring the achievement of results through continuous improvement. The phases are:
Operational Planning: translates strategic planning definitions into the organization's daily operations. 
Execution and Monitoring: detecting and correcting deviations in execution. 
Reporting: preparing performance management reports. 
Evaluation: performance evaluation. 
","Técnicas de planificación operativa.
Relevamiento de procesos.
Diseño de flujogramas de gestión.
Diseño de flujogramas de procesos productivos, administrativos, logísticos y comerciales.
Análisis de tiempos, reprocesos, descartes, etc.
Técnicas de procesos participativos y grupos de trabajo para el rediseño de procesos.
Técnicas de resolución de problemas a través de grupos de trabajo.
Diseño e implementación de sistemas de sugerencias de mejoras.
Análisis, diseño e implementación de puntos críticos de control.
Implementación de sistema de reuniones de revisión (niveles gerenciales y operativos).
Procesamiento de información histórica.
Determinación de estándares.
Implementación de técnicas de análisis y priorización (Pareto, análisis ABC) de problemas.
Análisis y diseño de sistemas de stock.
Diseño de tableros de comando.","Process mapping.
Management flowchart design.
Design of flowcharts for production, administrative, logistics, and sales processes.
Analysis of time, rework, scrap, etc.
Participatory process techniques and working groups for process redesign.
Problem-solving techniques through working groups.
Design and implementation of improvement suggestion systems.
Analysis, design, and implementation of critical control points.
Implementation of review meeting systems (managerial and operational levels).
Processing of historical data.
Establishment of standards.
Analysis and design of inventory systems.
Design of dashboards.","Procesos de mejora continua.
Manual de procedimiento, instructivos y registros.
Insumo para abordar procesos de Certificación de Calidad
","Continuous improvement processes.
Procedure manual, instructions, and records.
Inputs for addressing Certification processes.
","https://drive.google.com/file/d/1gC-2Lw-cbRVBnAag5sCPQuYKqKMp0jvE/view","SISTEMAS GESTIÓN EFICIENCIA /  SYSTEMS MANAGEMENT EFFICIENCY","Paula Awe mpaweluca@unrn.edu.ar; Julián Arribas jarribas@unrn.edu.ar; Juan Martín Quiroga jquiroga@unrn.edu.ar"
"93",93,"Universidad Nacional De Río Negro","Asesoramiento en Planeamiento Estratégico.","Strategic planning counseling","Desarrollo de procesos de Planeamiento Estratégico a través de talleres","Development of Strategic Planning processes through workshops","Responde a la necesidad de crear una visión de futuro que defina el rumbo de las organizaciones. En este nivel, es necesario trabajar sobre la organización, los subsistemas que la componen, el ambiente en el cual esta se desempeña y la relación dinámica entre ellos. Usualmente se trabaja a través de un taller en el cual se elabora: la Misión, la Visión, la Estrategia de la organización y sus Objetivos Estratégicos, a través del Análisis Estratégico.","It addresses the need to create a vision for the future that defines the direction of organizations. At this level, it is necessary to work on the organization itself, its component subsystems, the environment in which it operates, and the dynamic relationships between them. This is usually done through a workshop in which the organization's Mission, Vision, Strategy, and Strategic Objectives are developed through Strategic Analysis","Metodología de talleres y grupos de trabajo.
FODA Estratégico y otros métodos de diagnóstico estratégico y situacional.
Dinámicas grupales (ej. “la visión interna”).
Métodos de formulación participativa de ideas.
","Workshop and working group methodology.
Strategic SWOT analysis and other strategic and situational diagnostic methods.
Group dynamics (e.g., ""internal vision"").
Methods for participatory idea generation","Elaboración del documento “Plan Estratégico”.
Plan Estratégico como orientador de la toma de decisiones en ámbitos directivos.
Insumo para el abordaje de procesos de cambio organizacional.
Insumo para el desarrollo e implementación de sistemas de gestión.
Insumo para la definición de políticas públicas o corporativas.
","Development of the ""Strategic Plan"" document.

Strategic Plan as a guide for decision-making in management settings.
Input for addressing organizational change processes.
Input for the development and implementation of management systems.
Input for defining public  policies or corporate ones.","https://drive.google.com/file/d/1gC-2Lw-cbRVBnAag5sCPQuYKqKMp0jvE/view","PLANEAMIENTO ESTRATEGICO ANALISIS ESTRATEGICO SITUCIONAL ANALISIS SISTÉMICO / STRATEGIC PLANNING SITUATIONAL STRATEGIC ANALYSIS SYSTEMIC ANALYSIS","Paula Awe mpaweluca@unrn.edu.ar; Julián Arribas jarribas@unrn.edu.ar; Juan Martín Quiroga jquiroga@unrn.edu.ar"
"94",94,"Universidad Nacional De Río Negro","Análisis de microplásticos (MPs) en ecosistemas acuáticos.","Analysis of microplastics (MPs) in aquatic ecosystems.","Identificación y cuantificación de microplásticos en ecosistemas acuáticos para estudios de base ambiental.","Identification and quantification of microplastics in aquatic ecosystems for environmental studies.","Servicio especializado en la detección, identificación y cuantificación de microplásticos en organismos acuáticos, agua y sedimento, mediante técnicas analíticas validadas. Nuestro equipo realiza estudios de línea base que permiten evaluar la contaminación por microplásticos en ecosistemas acuáticos, contribuyendo a la comprensión de su impacto en la fauna y la salud ambiental.","Specialized service for the detection, identification, and quantification of microplastics in aquatic organisms, water, and sediment, using validated analytical techniques. Our team conducts baseline studies to assess microplastic pollution in aquatic ecosystems, contributing to a better understanding of its impact on wildlife and environmental health.","Digestión enzimática y química de muestras; Filtración y tamizado de partículas; Software de análisis de imágenes y datos; Microscopía óptica.","Enzymatic and chemical digestion of samples; Filtration and sieving of particles; Image and data analysis software; Optical microscopy.","- Estudios de contaminación ambiental en ríos y mares.
- Monitoreo de la presencia de microplásticos en agua, sedimento y organismos acuáticos.
- Evaluación de riesgos ecológicos y toxicológicos.
- Soporte a políticas públicas y programas de conservación.
- Investigación académica y proyectos de ciencia ciudadana.
","- Environmental pollution studies in rivers and seas.

- Monitoring of microplastics in water, sediment, and aquatic organisms.

- Ecological and toxicological risk assessments.

- Support for public policies and conservation programs.

- Academic research and citizen science projects.","https://drive.google.com/file/d/10Ub2nODQPF5K3oYGw_mHZKuV8NZ7ahNT/view?pli=1 https://drive.google.com/file/d/10Ub2nODQPF5K3oYGw_mHZKuV8NZ7ahNT/view?pli=1  https://drive.google.com/file/d/1qZV3VJpsM1sxpNvA4WyXbsuqbmcd3tEh/view?pli=1","Microplásticos, ecosistemas acuáticos, contaminación acuática / Microplastics, aquatic ecosystems, aquatic pollution","Dr. Mariano Soricetti  msoricetti@unrn.edu.ar; Julián Arribas jarribas@unrn.edu.ar"
"95",95,"Universidad Nacional De Río Negro","Monitoreo y análisis de microplásticos","Monitoring and analysis of microplastics","Detección y cuantificación en matrices ambientales acuáticas (abióticas y bióticas)","Detection and quantification in aquatic environmental matrices (abiotic and biotic)","Servicio integral de análisis y evaluación de contaminación por microplásticos en ecosistemas acuáticos. El servicio contempla muestreo, extracción y caracterización de partículas plásticas en matrices abióticas (agua superficial, columna de agua, sedimentos de fondo y playa) y matrices bióticas (análisis de contenido estomacal y tejidos en peces y macroinvertebrados bentónicos). Nuestro enfoque permite determinar la abundancia, distribución y tipología de los microplásticos, evaluando su impacto y la calidad ambiental del cuerpo de agua, para estudios línea de base ambiental, estudios de impacto ambiental y cumplimiento normativo.","Comprehensive service for the analysis and assessment of microplastic pollution in aquatic ecosystems. This service includes sampling, extraction, and characterization of plastic particles in abiotic matrices (surface water, water column, bottom and beach sediments) and biotic matrices (analysis of stomach contents and tissues in fish and benthic macroinvertebrates). Our approach allows us to determine the abundance, distribution, and types of microplastics, evaluating their impact and the environmental quality of the water body, for environmental baseline studies, environmental impact assessments, and regulatory compliance","-	Muestreo con redes de 50 micrones y corer para sedimentos.
-	Digestión de materia orgánica (protocolos químicos y enzimáticos).
-	Microscopía estereoscópica de alta resolución para conteo y clasificación visual.
","Sampling with 50-micron nets and sediment cores.
- Organic matter digestion (chemical and enzymatic protocols).
- High-resolution stereoscopic microscopy for counting and visual classification.
","-	Diagnóstico de la calidad de agua en cuencas hidrológicas.
-	Estudios de Línea de Base Ambiental para proyectos.
-	Monitoreo de eficiencia en plantas de tratamiento de efluentes.
-	Evaluación de riesgo ecológico en fauna acuática.
","Water quality assessment in hydrological basins.
- Environmental baseline studies for projects.
- Efficiency monitoring of wastewater treatment plants.
- Ecological risk assessment of aquatic fauna
","https://drive.google.com/drive/folders/1sBSh-tiWVOvakflx5S-scUQEYDITQoH2?usp=sharing","MICROPLÁSTICOS- IMPACTO- MATRICES AMBIENTALES / MICROPLASTICS - IMPACT - ENVIRONMENTAL MATRICES","Pablo Macchi pmacchi@unrn.edu.ar; Julián Arribas jarribas@unrn.edu.ar"
"96",96,"Universidad Nacional De Río Negro","Fortalecimiento de Cooperativas","Strengthening Cooperatives","Fortalecimiento de Cooperativas para el recupero y reciclado","Strengthening cooperatives for waste recovery and recycling","Propone acompañamiento legal, contable, laboral y comercial a empresas y/o cooperativas de recuperadores urbanos integrados a sistemas de reciclado o en vías de hacerlo.
Se brinda: 1) asesoramiento legal y contable; 2) Presentaciones al INAES; 3) Relevamiento, diagnóstico y diseño de políticas y prácticas de RRHH; 4) análisis y rediseño de la estructura organizativa;  5) construcción de plan de negocios contemplando el recupero, valorización y comercialización de residuos.
El equipo realiza un trabajo interdisciplinario para el abordaje integral de las problemáticas del reciclado en Argentina con foco en la recuperación de los residuos y los actores involucrados.
","We offer legal, accounting, labor, and commercial support to companies and/or cooperatives of urban waste pickers integrated into recycling systems or in the process of doing so.

We provide: 1) legal and accounting advice; 2) submissions to INAES (National Institute of Cooperatives and Mutuals); 3) assessment, diagnosis, and design of HR policies and practices; 4) analysis and redesign of organizational structure; 5) development of a business plan that includes the recovery, valorization, and marketing of waste.
The team works in an interdisciplinary manner to comprehensively address the challenges of recycling in Argentina, focusing on waste recovery and the stakeholders involved.","Análisis documental.
Análisis de procesos productivos, administrativos y comerciales.
Entrevistas cualitativas y cuantitativas.
Procesamiento y análisis cuantitativo de datos de fuentes primarias y secundarias.
Análisis de estructuras organizativas de la entidad.
Análisis de dotación de RRHH.
Análisis grupal e individual de clima organizacional.
Análisis de plan de negocios.
","Document analysis.
Analysis of production, administrative, and commercial processes.
Qualitative and quantitative interviews.
Quantitative processing and analysis of data from primary and secondary sources.
Analysis of the entity's organizational structures.
Analysis of human resource allocation.
Group and individual analysis of organizational climate.
Business plan analysis.","Insumos para la constitución legal y contable de la entidad. Seguimiento administrativo.
Insumo para el desarrollo de procesos de cambio organizacional.
Insumo para el desarrollo estratégico.
Insumo para el desarrollo de talleres participativos de planeamiento.
Insumos para construir un plan de negocios 
","Inputs for the legal and accounting incorporation of the entity. Administrative monitoring.
Inputs for the development of organizational change processes.
Inputs for strategic development.
Inputs for the development of participatory planning workshops.
Inputs for building a business plan.
","https://drive.google.com/drive/u/2/folders/1pvL-ttf1I6f_QveLdSUmmGCi8iXzxLn-","ASESORAMIENTO A COOPERATIVAS RECURSOS HUMANOS PLAN DE NEGOCIOS  Consulting for/ Cooperatives, Human Resources, Business Plan","Julián Arribas, jarribas@unrn.edu.ar"
"97",97,"Universidad Nacional De Río Negro","Diagnóstico Ambiental","Environmental Diagnosis","Evaluación Integral del ambiente para mejorar la sostenibilidad","Comprehensive environmental assessment to improve sustainability","El Diagnóstico Ambiental (DA) es una herramienta de gestión ambiental que permite determinar el desempeño ambiental de una organización, como requisito fundamental para el diseño de un sistema de gestión ambiental integral. El DA aplica para todas las organizaciones de cualquier tipo, tamaño y localización geográfica que deseen mejorar su gestión ambiental y permite identificar: los aspectos, requisitos, prácticas de gestión y describir el funcionamiento de una organización (Delgado, 2017). Para poder tomar decisiones informadas con el fin de contribuir a la sustentabilidad de la organización.","Environmental Diagnosis is an environmental management tool that allows organizations to determine their environmental performance, a fundamental requirement for designing a comprehensive environmental management system. Environmental Diagnosis applies to all organizations, regardless of type, size, or geographic location, that wish to improve their environmental management. It allows organizations to identify aspects, requirements, and management practices, and to describe how they operate (Delgado, 2017). This enables them to make informed decisions that contribute to the organization's sustainability.","Recabar la información necesaria siguiendo los lineamientos de la norma ISO 14001 (ISO 14001, 2015). Para llevar a cabo el diagnóstico ambiental, se realizan una serie de actividades que orientan la toma de datos. El análisis de los mismos tiene como base a la norma ISO 14001, contemplando dimensiones ambientales, legales, culturales, sociales y cuestiones internas de la organización. Así como aquellas de carácter político, financiero, tecnológico, económico y competitivo frente a otras organizaciones. Se realizan visitas a la zona de estudio, entrevistas a las personas responsables dentro de la organización y charlas/entrevistas con los trabajadores. La metodología tiene un enfoque semi-cuantitativo y los datos obtenidos son de utilidad para conocer y caracterizar el funcionamiento de la organización con respecto al ambiente (Sampieri, 2014). Se utiliza una metodología de identificación y valoración cualitativa de los impactos ambientales (puede ser la matriz de Leopold o la matriz de importancia). Cabe resaltar que una de las particularidades de este tipo de enfoque se remite a que los datos son obtenidos a través de la experiencia y observación directa del investigador.","Gather the necessary information following the guidelines of ISO 14001 (ISO 14001:2015). To carry out the environmental assessment, a series of activities are performed to guide data collection. The analysis of this data is based on ISO 14001, considering environmental, legal, cultural, and social dimensions, as well as internal organizational issues. It also considers political, financial, technological, economic, and competitive factors relative to other organizations. Visits are made to the study area, interviews are conducted with responsible individuals within the organization, and discussions/interviews are held with employees. The methodology has a semi-quantitative approach, and the data obtained are useful for understanding and characterizing the organization's environmental performance (Sampieri, 2014). A methodology for the identification and qualitative assessment of environmental impacts is used (this may be the Leopold matrix or the importance matrix). It is worth noting that one of the characteristics of this type of approach is that the data is obtained through the researcher's experience and direct observation.","Evaluación ambiental de organizaciones según norma ISO 14001.
Estándar internacional para Sistemas de Gestión Ambiental (SGA)
Aplicabilidad en dimensiones ambientales, legales, culturales, sociales y cuestiones internas de la organización.
","Environmental assessment of organizations according to ISO 14001.
International standard for Environmental Management Systems (EMS)
Applicability to environmental, legal, cultural, social, and internal organizational dimensions.","https://drive.google.com/drive/u/2/folders/1pvL-ttf1I6f_QveLdSUmmGCi8iXzxLn-","IMPACTO AMBIENTAL- ENVIRONMENTAL IMPACT SOSTENIBILIDAD- SUSTAINABILITY ISO14001-ISO14001","María Florencia Agosto, magosto@unrn.edu.ar; Julián Arribas, jarribas@unrn.edu.ar"
"98",98,"Pontificia Universidad Católica De Valparaíso","Desarrollo e innovación para nuevos productos","Product development and innovation","Apoyo en la formulación y ejecución de proyectos de I+D+i","Support in the formulation and execution of R\&D\&I projects","El Núcleo Biotecnología Curauma (NBC) de la PUCV apoya a empresas y organizaciones en el diseño y desarrollo de proyectos de innovación orientados a la sostenibilidad y la economía circular. Su equipo multidisciplinario asesora en la formulación técnica de proyectos de I+D+i, la búsqueda y gestión de financiamiento con entidades públicas y privadas, y el acompañamiento durante la ejecución y validación de resultados. 

El centro impulsa el desarrollo de nuevos productos y soluciones a partir de residuos industriales y subproductos, promoviendo la incorporación de tecnologías limpias y bioprocesos que agregan valor y mejoran la competitividad empresarial.","The Curauma Biotechnology Center (NBC) at Pontificia Universidad Católica de Valparaíso supports companies and organizations in the design and development of innovation projects focused on sustainability and circular economy. Its multidisciplinary team provides technical assistance in R\&D project formulation, funding identification and management with public and private entities, and guidance throughout project implementation and validation of results.

The center promotes the development of new products and solutions derived from industrial residues and by-products, fostering the adoption of clean technologies and bioprocesses that add value and enhance business competitiveness.","Laboratorios de bioprocesos.
Equipos de digestión anaerobia, fermentación y tratamiento de residuos.
Sistemas piloto para validación y optimización de procesos.
Herramientas de gestión de innovación y planificación.","Bioprocess laboratories.
Equipment for anaerobic digestion, fermentation, and waste treatment.
Pilot systems for process validation and optimization.
Innovation management and planning tools.","Formulación y gestión de proyectos de I+D+i con financiamiento público o privado.
Desarrollo de nuevos productos a partir de residuos industriales.
Implementación de modelos de producción limpia.
Transferencia tecnológica y acompañamiento a empresas.","Formulation and management of R\&D\&I projects with public or private funding.
Development of new products from industrial waste.
Implementation of clean and circular production models.
Technology transfer and business advisory services.","(No tenemos fotos de formulación de proyectos y no podemos compartir fotos de las instalaciones del nbc)","Innovación, sostenibilidad, valorización de residuos / Innovation, sustainability, waste valorization","info@nbcpucv.cl / https://nbcpucv.cl/contacto/"
"99",99,"Pontificia Universidad Católica De Valparaíso","Consultoría ambiental y sostenibilidad","Environmental consulting and sustainability","Asesoría en sostenibilidad, economía circular y gestión ambiental","Advisory on sustainability, circular economy, and environmental management","El Núcleo Biotecnología Curauma (NBC) de la Pontificia Universidad Católica de Valparaíso apoya a empresas e instituciones en la adopción de buenas prácticas y estrategias de desarrollo sostenible. Ofrece servicios de diagnóstico, cálculo y gestión de huella de carbono, eficiencia energética, diseño de planes de sostenibilidad y acompañamiento en la implementación de modelos de economía circular.

El NBC aplica metodologías de evaluación ambiental y eficiencia de recursos para fortalecer la gestión sostenible en procesos productivos y de servicios.","The Curauma Biotechnology Center (NBC) at Pontificia Universidad Católica de Valparaíso supports companies and institutions in adopting best practices and sustainable development strategies. It offers diagnostics, carbon footprint assessment and management, energy efficiency analysis, sustainability plan design, and support for implementing circular economy models.

NBC applies environmental assessment and resource efficiency methodologies to strengthen sustainable management in production and service processes.","Herramientas para cálculo de huella de carbono e hídrica.
Metodologías para diagnóstico y planificación de sostenibilidad.
Indicadores de desempeño ambiental y circularidad.
Equipos para monitoreo de procesos y eficiencia energética.","Tools for carbon and water footprint assessment.
Methodologies for sustainability diagnostics and planning.
Environmental performance and circularity indicators.
Equipment for process and energy efficiency monitoring.","Evaluación y gestión de huellas ambientales.
Implementación de planes y estrategias de sostenibilidad.
Acompañamiento en certificaciones ambientales y producción limpia.
Fortalecimiento de capacidades en gestión ambiental y tratamiento de residuos.","Environmental footprint assessment and management.
Implementation of sustainability plans and strategies.
Support for environmental certifications and cleaner production.
Capacity building in environmental management and waste treatment.","(Tampoco tenemos foto de este servicio)","Sostenibilidad, economía circular, tratamiento de residuos / Sustainability, circular economy, waste treatment","info@nbcpucv.cl / https://nbcpucv.cl/contacto/"
"100",100,"Pontificia Universidad Católica De Valparaíso","Ensayo de Materiales","Materials Testing","Ensayos estructurales para caracterizar el comportamiento de materiales y elementos bajo carga","Structural testing to characterize the behavior of materials and elements under load","En el Laboratorio de Estructuras realizamos ensayos para conocer el comportamiento de materiales y elementos estructurales bajo carga. Apoyamos clases, investigación y pruebas a terceros, desde probetas de hormigón hasta muros a escala real con cargas cuasi-estáticas que simulan acción sísmica. Adaptamos los montajes a cada necesidad, entregando curvas carga-deformación, ciclos histeréticos, caracterización de rigidez/resistencia y calibración de sensores","In the Structural Laboratory, we perform tests to evaluate the behavior of materials and structural elements under load. We support teaching, research, and third-party testing, from concrete specimens to full-scale walls under quasi-static loads simulating seismic action. Setups are tailored to each case, providing load-deformation curves, hysteretic cycles, stiffness/resistance characterization, and sensor calibration","* Marcos de carga de distinto tonelaje, configurables para probetas normativas y montajes especiales.
* Cilindros hidráulicos para ensayos de compresión y tracción.
* Actuador hidráulico de 70 toneladas para ensayos de muros a tamaño real con carga cíclica.
* Adquisición de datos universal: celdas de carga, LVDT/desplazamientos y strain gauges (deformación unitaria)","* Load frames of different tonnages, configurable for standard test specimens and special assemblies.
* Hydraulic cylinders for compression and tensile testing.
* 70-ton hydraulic actuator for full-scale wall testing with cyclic loading.
* Universal data acquisition: load cells, LVDT/displacement and strain gauges (unit deformation)","Evaluación de materiales y componentes estructurales
Ensayos normativos y personalizados
Investigación aplicada en ingeniería estructural
Apoyo a docencia universitaria","Evaluation of structural materials and components
Standardized and custom tests
Applied research in structural engineering
Support for university-level teaching","https://drive.google.com/drive/folders/1DkEgJVm1ZzFFt6Ax69wYPWgvvgMtEYqs?usp=sharing","Ensayo, estructura, material Testing, structure, material","edison.atencio@pucv.cl , sebastian.lozano@pucv.cl"
